SchemaName,TableName,TableDesc,AutoIMWriteTrigger,AutoIMDeleteTrigger,SystemFlag,SysRevID,SysRowID,LastUpdated
Erp,JobClosingCd,Job Closing Code. This table holds parameters for the Job Completion and Job Closing process.,FALSE,FALSE,TRUE,278411536,0a08cfff-0a92-4b0a-ac7f-a0e0014aff8d,
Erp,JobClosingLog,Job Closing Log. This table holds the Audit log records for the Job Completion and Job Closing process.,FALSE,FALSE,TRUE,278411537,66e15ee8-1210-4448-accf-a0e0014affa0,
Erp,JobHead,"Header Information file for Manufacture Work Orders (Jobs).
DELETE: Not allowed if job has had activity. Referenced in LaborDtl or PartTran.  ",TRUE,FALSE,TRUE,278411538,d65c119c-2ea4-48ec-8639-a0e0014affae,
Erp,JobHead_UD,,FALSE,FALSE,FALSE,279332635,564e0791-cb82-4899-a994-af0101148360,2025-06-21T04:12:47
Erp,JobHeadCP,Job Head shared information for Consolidated Purchasing,FALSE,FALSE,TRUE,278411539,c39aa861-9d9d-4e67-914c-a0e0014afff4,
Erp,JobHWI,Job Head What If,FALSE,FALSE,TRUE,278411540,9973fa95-7800-48ae-bd39-a0e0014afff9,
Erp,JobLogViewerDtl,JobLogViewerDtl,FALSE,FALSE,TRUE,278411541,4d3b90f3-5631-4985-8563-a91f015011ae,
Erp,JobLogViewerHdr,JobLogViewerHdr,FALSE,FALSE,TRUE,278411542,bd5fda8a-ec39-45d9-a0c3-a91f015011ae,
Erp,JobMtl,"Material Data required for specific job.
DELETE: Not allowed if referenced in the PartTran or PORel file. ",FALSE,TRUE,TRUE,278411543,a87d3f2b-559b-419d-8d77-a0e0014afffe,
Erp,JobMtl_UD,,FALSE,FALSE,FALSE,279332655,0520a33e-5949-41c5-a5b6-b2e00033ce01,2025-06-21T04:12:48
Erp,JobMtlInsp,This is a child table to the JobMtl table.  This table contains inspection plan and specification definitions for Job Materials.,TRUE,TRUE,TRUE,278411544,7081cddd-b1c8-451c-8de8-a0e0014b003a,
Erp,JobMtlLoan,Holds information about loans made from one JobMtl record to another.  Loans are created in Job Material Transfer UI.,FALSE,FALSE,TRUE,278411545,81bc30fa-fd0c-44e5-b6dd-a0e0014b003f,
Erp,JobMtlRefDes,Hold the reference designators for a Job material.,FALSE,FALSE,TRUE,278411546,5c55f8bd-1504-452c-8d08-a0e0014b0052,
Erp,JobMtlRestriction,Job Material Restriction Type,FALSE,FALSE,TRUE,278411547,403fc1d4-c586-448b-94f2-a0e0014b005c,
Erp,JobMtlRestrictSubst,Restricted Substances per Job Material/Restriction Type.,FALSE,FALSE,TRUE,278411548,4ba0224a-b446-48ad-a817-a0e0014b0069,
Erp,JobOMWI,Job Op Mac What If,FALSE,FALSE,TRUE,278411549,d29e021a-d263-419a-ad75-a0e0014b0073,
Erp,JobOpDtl,Contains the manufacturing details for the JobOper.  Defines the Resource Groups/Resources/and or Capabilities required for the JobOper.,TRUE,TRUE,TRUE,278411550,c292cb24-b953-40d0-a349-a0e0014b0077,
Erp,JobOper,"The operation information for Jobs.  Data such as estimated hours, quantity, standard, workcenter.
DELETE: If inside operation then do not allow if in LaborDtl or if there are related JobMtl records.
If Subcontract operation do not allow delete if referenced in PartTran, PoRel or if it has related JobMtl records.
Related material are those that have the same JobNum, AssemblySeq as the operation and where the JobMtl.RelatedOperation = JobOper.OprSeq. 
Fields which begins ""APS"" are used by the APS module, not The Manufacturing System.",TRUE,TRUE,TRUE,278411551,7b17e6c6-86d0-44c0-914f-a0e0014b00a2,
Erp,JobOperAction,JobOperAction,FALSE,FALSE,TRUE,278411552,b5e25b8e-796e-4b0c-b089-adb7010eace3,
Erp,JobOperActionParam,JobOperActionParam,FALSE,FALSE,TRUE,278411553,b6c91ee8-67a8-4c47-ad74-adb7010eace3,
Erp,JobOperInsp,This is a child table to the JobOper table.  This table contains inspection plan and specification definitions for Job Operations.,TRUE,TRUE,TRUE,278411554,6f9aa6c4-3b60-4bf1-bdc8-a0e0014b00e3,
Erp,JobOperMachParam,JobOperMachParam,FALSE,FALSE,TRUE,278411555,b0919a2f-1845-4b75-853b-a78d010dbdd9,
Erp,JobOperRestriction,Job Operation Restriction Type.,FALSE,FALSE,TRUE,278411556,97f94bd1-ba59-4652-969f-a0e0014b00e8,
Erp,JobOperRestrictSubst,Restricted Substances per Job Operation/Restriction Type.,FALSE,FALSE,TRUE,278411557,b67f65be-10d9-480e-aa2a-a0e0014b00f6,
Erp,JobOWI,Job Oper What If,FALSE,FALSE,TRUE,278411558,0bbc8cfa-f66c-420f-ba95-a0e0014b00ff,
Erp,JobPart,"Defines the end parts that are being produced on a job.
 A child table of JobHead and a Parent to the JobProd table. In order to directly maintain this table the Advanced Productin license is required.
The system will automatically create a record using the PartNum of the JobHead.
The quantity fields are maintained via the triggers of the JobProd table.
",TRUE,TRUE,TRUE,278411559,38163973-a8ed-4071-b15a-a0e0014b0109,
Erp,JobProd,"Defines the Demand for  Production.
Establishes a many to many link between jobs and the related demand records.  Demands can be orders, warehouses, or other jobs.",FALSE,TRUE,TRUE,278411560,922a5bbe-076e-49d0-b23e-a0e0014b0129,
Erp,JobProd_UD,,FALSE,FALSE,FALSE,279332657,fa8e8a36-5b39-4295-91fa-af110148e7b4,2025-06-21T04:12:49
Erp,JobSched,Contains information about the last run of the job scheduling process,FALSE,FALSE,TRUE,278411561,5b2b69bb-a1d7-4444-a817-a0e0014b0137,
Erp,JobStage,JobStage,FALSE,FALSE,TRUE,278411562,ff1d39b9-bfb1-4b53-8b94-adb7010782ad,
Erp,JPAPPerBillDtl,JPAPPerBillDtl,FALSE,FALSE,TRUE,278411563,863236d7-361f-4278-9852-a6bf015ffaf8,
Erp,JPAPPerBillHead,JPAPPerBillHead,FALSE,FALSE,TRUE,278411564,a714149f-c1f1-4b26-9198-a6bf015ffaf8,
Erp,JPAPPerBillStmtDtl,JPAPPerBillStmtDtl,FALSE,FALSE,TRUE,278411565,12a2ce25-81f8-4876-a206-a6bf015ffaf8,
Erp,JPAPPerBillStmtGrp,JPAPPerBillStmtGrp,FALSE,FALSE,TRUE,278411566,3b37eafe-54f7-416e-a51d-a6bf015ffaf8,
Erp,JPAPPerBillStmtHead,JPAPPerBillStmtHead,FALSE,FALSE,TRUE,278411567,53c094d4-23c0-473d-afdc-a6bf015ffaf8,
Erp,JPAPPerBillStmtPay,JPAPPerBillStmtPay,FALSE,FALSE,TRUE,278411568,26e48df4-4604-4148-b2b9-a6bf015ffaf8,
Erp,JPDynCalDtl,JPDynCalDtl,FALSE,FALSE,TRUE,278411569,81cb28ec-aac9-41d7-8506-a2d7012940bf,
Erp,JPDynCalHead,JPDynCalHead,FALSE,FALSE,TRUE,278411570,449ed8d4-cbad-4b97-84da-a2d7012940bf,
Erp,JrnlCode,"Journal Code Master.  Allows the user to defines the valid financial journals to be used in the Manufacturing System. Examples; Sales, Purchase, Cash Receipts, etc...",TRUE,TRUE,TRUE,278411571,8f991d27-805f-4455-9d0f-a0e0014b013c,
Erp,JTrkAsm,* Job Tracker Temporary Work File.  No information should ever be written to this file.  It is used only as a template in Job Tracker.,FALSE,FALSE,TRUE,278411572,5b5a6096-b8be-476a-ba41-a0e0014b014a,
Erp,KanBanRcpt,KanBanRcpt,FALSE,FALSE,TRUE,278411573,40a19b55-3b6c-48fd-b9c1-a2d7012940bf,
Erp,KanBanRcptLNOpts,KanBanRcptLNOpts,FALSE,FALSE,TRUE,278411574,d983c6cb-05b3-4330-964d-a2d7012940bf,
Erp,KanBanRcptLotAttrib,KanBanRcptLotAttrib,FALSE,FALSE,TRUE,278411575,8f64e9c3-59b9-4d38-ace0-a2d7012940bf,
Erp,KanBanRcptSelectedSN,KanBanRcptSelectedSN,FALSE,FALSE,TRUE,278411576,034c86aa-0cbd-4b0c-9cc2-a2d7012940bf,
Erp,KanBanRcptSNFormat,KanBanRcptSNFormat,FALSE,FALSE,TRUE,278411577,54f30324-a863-4c27-aaab-a2d7012940bf,
Erp,KanBanType,This Table Store system and user global alerts. Used with KanBan,FALSE,FALSE,TRUE,278411578,a673c376-2de2-4691-9c21-a0e0014b014a,
Erp,KeyBlock,"This table establishes blocks of values for a key field that are used to reserve a sets of values.  The base database will have a block with a BlockSystemId = 'BASE'.  For External Systems (i.e. Disconnected CRM, Customer Connect, Multi-Company Consolidated Purchasing), key values will be assigned without conflicting with the base database upon synchronization.",FALSE,FALSE,TRUE,278411579,3423ce30-6886-46eb-95c3-a0e0014b0153,
Erp,KeyLast,This table holds the last used key value in the block.,FALSE,FALSE,TRUE,278411580,25a23e0c-b770-4cfa-abda-a0e0014b0158,
Erp,KPIData,Key Performance Indicator Data Table,FALSE,FALSE,TRUE,278411581,f8c84550-9148-4d7b-b857-a0e0014b015d,
Erp,KPIDef,Key Performance Indicator Definition Table,FALSE,FALSE,TRUE,278411582,556f665a-52e4-4aaf-ac9c-a0e0014b0174,
Erp,KPIHead,Key Performance Indicator Header Table,FALSE,FALSE,TRUE,278411583,c5da28d9-250b-4664-9e99-a0e0014b0190,
Erp,LabExpCd,"Labor expense code master. This file provides a flexible way to establish default G/L accounts for labor expenses. These accounts will override the accounts established in the PayDept master. Each LabExpCd record contains Seven G/L Accounts. These can be left blank, but at least one valid one must exist for the record. They are for Reg hours, OverTime, Vacation, Sick, Holiday, DoubleTime and Shift Pay.
These LabExpCd records can be associated with an employee, Indirect labor master or a Job. 
Using an Expense code master, instead of allowing direct entry of GL accounts qualifies what accounts can be entered through labor entry, thereby preventing errors. 
DELETE: Not allowed if referenced in the Employee, Indirect, or JobHead files.",TRUE,TRUE,TRUE,278411584,6870248e-55ef-49db-ac38-a0e0014b01a3,
Erp,LaborDtl,Manufacturing Labor Details. This is a subset to the LaborHed file.,TRUE,TRUE,TRUE,278411585,16543acc-7540-452a-a521-a0e0014b01ac,
Erp,LaborDtlAction,LaborDtlAction,FALSE,FALSE,TRUE,278411586,44b27b65-1da7-4f36-af86-adfe01675e9f,
Erp,LaborDtlComment,Labor Detail Comment table.  Stores comments related to a LaborDtl record.,FALSE,FALSE,TRUE,278411587,a41bc3ae-e228-45c1-b5f9-a0e0014b01e5,
Erp,LaborDtlGroup,Stores the labor detail group claim reference.  Used to be able to link attachments to one or more LaborDtl records.,FALSE,FALSE,TRUE,278411588,eea6d1ae-3db7-4a5d-b84f-a0e0014b01f3,
Erp,LaborDtlImport,LaborDtlImport,FALSE,FALSE,TRUE,278411589,0aa5191d-de38-40a4-a144-a2d7012940bf,
Erp,LaborEquip,"Used to enter Equipment ""meter"" values along with LaborDtl.  Relevant only if Maint Mgmt Module is installed.",FALSE,FALSE,TRUE,278411590,80ecce6d-1aa3-4808-9525-a0e0014b01fc,
Erp,LaborEquipImport,LaborEquipImport,FALSE,FALSE,TRUE,278411591,838a88c8-ecf3-479e-a2eb-a2d7012940bf,
Erp,LaborHed,"Labor Header file. Contains labor information at the employee level. Each record represents a physical clock in period for an employee. This record establishes  Time & Attendance, Total payroll hours, and is used as a parent to LaborDtl records.
These records are created / maintained via Labor Collection and Labor Entry programs.
Note: DataBase clock times are stored as hours hundredths. The system can be configured to allow entry of clock times as Hours.Hundreths (JCSyst.ClockFormat = ""H"") or Hours:Minutes (JCSyst.ClockFormat = ""M""). Therefore Labor entry indirectly updates these fields by conversions to/from program defined entry widgets for clock times.
DELETE: Not allowed if LaborDtl records exist or if TransferredToPayroll = Yes.",FALSE,FALSE,TRUE,278411592,a008e5b0-c5d1-4357-a117-a0e0014b01fc,
Erp,LaborHedImport,LaborHedImport,FALSE,FALSE,TRUE,278411593,a433a7d8-d0c8-44c3-81c2-a2d7012940bf,
Erp,LaborPart,"Child of the LaborDtl table. Contains the part quantity completed for the end parts defined in the JobPart table.
This would only be entered on the Last operation of the final assembly and only if there are multiple end parts on the job or if JobPart.PartPerOp is > 1. 
 ",FALSE,FALSE,TRUE,278411594,f7f4a8ea-a7e4-40d0-abf3-a0e0014b020f,
Erp,LaborPartImport,LaborPartImport,FALSE,FALSE,TRUE,278411595,62b3f35a-6795-4aa0-8682-a2d7012940bf,
Erp,LaborSerialNoImport,LaborSerialNoImport,FALSE,FALSE,TRUE,278411596,7d130463-70cf-422b-b276-a2d7012940bf,
Erp,LangDesc,"Holds the descriptions of the record in multiple languages, related to the field Description",TRUE,FALSE,TRUE,278411597,701ea6bc-a970-4e95-9cff-a0e0014b0218,
Erp,LbrLoad,Labor Load.  Contains labor entries generated by Labor Collection. Records are first written to this table. If they pass validation they are transferred to the LaborDtl table. Otherwise they remain in this table waiting to be corrected by the user.,FALSE,FALSE,TRUE,278411598,db3aea6d-3189-4110-911a-a0e0014b0230,
Erp,LegalNumCnfg,Legal Number Configuration table.,TRUE,TRUE,TRUE,278411599,50072857-7e2d-461e-9209-a0e0014b0239,
Erp,LegalNumDocType,The document types the legal number can be used for.,TRUE,TRUE,TRUE,278411600,20c64cee-7277-438c-8297-a0e0014b0247,
Erp,LegalNumHistory,Stores all legal numbers that have been generated either by the system manually.,FALSE,FALSE,TRUE,278411601,e5ff4cde-386a-43c3-8ea2-a0e0014b0250,
Erp,LegalNumPrefix,Legal Number Prefix.  Identifies the prefixes that are valid for a legal number configuration.,TRUE,TRUE,TRUE,278411602,31c47bbc-506b-489e-b026-a0e0014b0255,
Erp,LegalNumSeq,Legal Number Sequences,TRUE,FALSE,TRUE,278411603,94352def-9a79-474a-b570-a0e0014b025e,
Erp,Lifecycle,Mfg Parts Lifecycle Status Codes,FALSE,FALSE,TRUE,278411604,d10b1729-5251-4806-ab74-a0e0014b0268,
Erp,Local001,Localization table: Generic Table with Character Keys,FALSE,FALSE,TRUE,278411605,b3fb3dfa-d6df-44ea-a79a-a0e0014b0271,
Erp,Local010,Localization table: Generic Table with Integer Keys,FALSE,FALSE,TRUE,278411606,696f9b7b-1c8d-4d6a-b345-a0e0014b0292,
Erp,Local020,Localization table: Generic Table with Datetime Keys,FALSE,FALSE,TRUE,278411607,70e7767c-91ee-4bf1-b1e4-a0e0014b02b2,
Erp,Local100,Localization table: Generic Child Table,FALSE,FALSE,TRUE,278411608,b3c4ce47-c3a2-4a38-be7b-a0e0014b02cf,
Erp,LocalCode,Localization: Generic Code/Description table,FALSE,FALSE,TRUE,278411609,7b5908df-b93d-4a6c-a222-a0e0014b02ef,
Erp,LocalComp,Localization: Linking localization to company,FALSE,FALSE,TRUE,278411610,b59b63e7-0b9f-469d-b3ed-a0e0014b030b,
Erp,LocalConfig,Used internally to set configuration settings at the company level,FALSE,FALSE,TRUE,278411611,d2854d36-3e6d-4ae3-af09-a0e0014b032c,
Erp,Localizations,Localizations table,FALSE,FALSE,TRUE,278411612,c5808752-5396-44b5-806f-a0e0014b0348,
Erp,LocalName,Localization: Used internally to describe the purpose of the localization feature like a tablename,FALSE,FALSE,TRUE,278411613,c6a007f5-56f5-4db3-ad52-a0e0014b0364,
Erp,LocalType,Localization: Type table for LocalCode,FALSE,FALSE,TRUE,278411614,45a5aee3-238e-4d2e-9202-a0e0014b0385,
Erp,LocationIDNum,LocationIDNum,FALSE,FALSE,TRUE,278411615,b7d01bb8-b94d-4dd7-823f-a85e0145f5d2,
Erp,LocationInventory,LocationInventory,FALSE,FALSE,TRUE,278411616,a329ec89-e820-462c-8427-a8380140d2cc,
Erp,LocationInventoryAddress,LocationInventoryAddress,FALSE,FALSE,TRUE,278411617,3882f17e-6b00-49c8-8fe8-a86b00101c5d,
Erp,LocationMtl,Material Data required for specific job.,FALSE,FALSE,TRUE,278411618,a81d9738-0e13-44b6-881b-a8380140d2cc,
Erp,LocationTran,LocationTran,FALSE,FALSE,TRUE,278411619,881f5b8a-6334-4fd5-91d9-a8380140d2cc,
Erp,LocationWarrantyTran,LocationWarrantyTran,FALSE,FALSE,TRUE,278411620,c3314f59-ae44-4efe-9c38-a86b00101c5d,
Erp,Lockbox,Lockbox,FALSE,FALSE,TRUE,278411621,6a559a9c-a867-4ea7-a08c-a70e00d3f4eb,
Erp,LockboxCheck,LockboxCheck,FALSE,FALSE,TRUE,278411622,70a9cd25-1e97-4d29-9dcf-a70e00d3f4eb,
Erp,LockboxCheckDtl,LockboxCheckDtl,FALSE,FALSE,TRUE,278411623,96a7212c-a28c-4b59-89cf-a70e00d3f4eb,
Erp,LockboxGroup,LockboxGroup,FALSE,FALSE,TRUE,278411624,2df6e768-d808-477b-8eb8-a70e014189d0,
Erp,LockboxLayoutDtl,LockboxLayoutDtl,FALSE,FALSE,TRUE,278411625,5143918a-4c27-485c-89e2-a70e00d3f4eb,
Erp,LockboxLayoutFld,LockboxLayoutFld,FALSE,FALSE,TRUE,278411626,eec24ed5-72aa-44f2-94e1-a70e00d3f4eb,
Erp,LockboxLayoutHead,LockboxLayoutHead,FALSE,FALSE,TRUE,278411627,7978e543-63d7-40c6-9053-a70e00d3f4eb,
Erp,LockboxLayoutRecordType,LockboxLayoutRecordType,FALSE,FALSE,TRUE,278411628,06fe481e-cd6b-4759-92d2-a70e014189d0,
Erp,LogAPInv,Logged AP Invoice,FALSE,FALSE,TRUE,278411629,03a551e2-a909-4474-b192-a0e0014b03a1,
Erp,LogAPInvTax,Logged AP Invoice Tax Table,FALSE,FALSE,TRUE,278411630,d854bff4-408e-4355-aac9-a0e0014b03d5,
Erp,LogInvGrp,Logged invoice group table.,FALSE,FALSE,TRUE,278411631,04486a6e-cdf1-4dc5-a8a2-a0e0014b03f1,
Erp,LookupLink,This table should to store lookup link information.,FALSE,FALSE,TRUE,278411632,365391aa-f4d2-479a-b824-a0e0014b03ff,
Erp,LookupTable,This table should to store basic lookup table information.,FALSE,FALSE,TRUE,278411633,837ec61c-0401-452f-a49a-a0e0014b0429,
Erp,LotSeq,"Lot Sequence Control.
Defines next available number controls. Each record is uniquely defined by a LotSeqID assigned by the user.
A part can be configured to use a specific LotSeqID to obtain the next available numeric portion of a System Generted Lot Number.",FALSE,FALSE,TRUE,278411634,b7f7e549-92fb-4c91-87d1-a0e0014b042e,
Erp,MaintReq,"Maintenace Request.
",FALSE,FALSE,TRUE,278411635,d7799251-118d-4aee-9f54-a0e0014b0437,
Erp,MaintReq_UD,,FALSE,FALSE,FALSE,279332659,ae9585ac-e2d4-4a9f-aa2b-af0101149595,2025-06-21T04:12:50
Erp,MangCust,This is a file that associates vendors with managed customers.  It is used when we set up a CMI type bin.  Any vendors associated with the customer defined on the CMI bin can provide inventory for a CMI bin.,FALSE,FALSE,TRUE,278411636,6dc28ed9-f915-4ea1-b3b6-a0e0014b044a,
Erp,Manufacturer,Qualified Manufacturers,TRUE,TRUE,TRUE,278411637,e8157b0d-1cb2-4258-b3db-a0e0014b0453,
Erp,MapBook,MapBook,FALSE,FALSE,TRUE,278411638,89c43158-c0e0-485e-b0ff-a38500f6d2ff,
Erp,MasProd,Contains the Master Production quantities per part.,FALSE,FALSE,TRUE,278411639,f21d30e8-0120-4220-b538-a0e0014b046f,
Erp,MasterPack,"Header record used to combine separate cartons (ShipHeads) into one group of cartons, or masterpack",TRUE,TRUE,TRUE,278411640,24d8db28-9c4f-4173-927d-a0e0014b0479,
Erp,MasterPackDtl,This is a cross reference table linking shipment header (carton) records to the masterPack heade,TRUE,TRUE,TRUE,278411641,0c306eb2-2b4a-47ec-b37a-a0e0014b04ba,
Erp,MasterPackUPS,Masterpack UPS information,TRUE,TRUE,TRUE,278411642,ee88ee40-19f2-4bd8-9025-a0e0014b04c3,
Erp,MatchedDocument,MatchedDocument,FALSE,FALSE,TRUE,278411643,29c80eb0-6aea-44d5-8d9b-a2d7012940bf,
Erp,MESMenu,MESMenu,FALSE,FALSE,TRUE,278411644,92cd0648-4e17-4a69-9eb0-a7ac00ff807a,
Erp,MESMenuSecurity,MESMenuSecurity,FALSE,FALSE,TRUE,278411645,ca63f559-bca8-4dd1-80a9-a7ac00ff807a,
Erp,MICRPrinter,MICRPrinter,FALSE,FALSE,TRUE,278411646,b5356360-2285-4aef-8135-a700014e539f,
Erp,MiscChrg,Miscellaneous Charges Code File,TRUE,TRUE,TRUE,278411647,5c02ce40-f64c-4b00-97df-a0e0014b0518,
Erp,MktgAct,"Marketing Activity.  This table defines a marketing activity; e-mail, trade show, magazine advertisement, etc.",TRUE,TRUE,TRUE,278411648,4808b296-202b-43ed-a2c7-a0e0014b0538,
Erp,MktgAdv,Marketing Advertisement.  This table defines a marketing advertisements.  Enables analysis by ad in various publications or marketing activity type.,TRUE,TRUE,TRUE,278411649,53f686b0-edb7-4f93-bdfa-a0e0014b0554,
Erp,MktgCamp,Marketing Campaign.  This table defines a marketing campaign. It is used by the CRM module.,TRUE,TRUE,TRUE,278411650,f221cd6a-a343-4258-a5be-a0e0014b056c,
Erp,MktgEvnt,"Marketing Event.  Sub-table of MktgCamp.
This table describes specific events related to the marketing campaign.",TRUE,TRUE,TRUE,278411651,196ab8df-dac9-4118-a9fd-a0e0014b0588,
Erp,MktgList,List that contains selected customers for a marketing event.,TRUE,TRUE,TRUE,278411652,d84b2804-cf5e-4cb9-904d-a0e0014b05a9,
Erp,MktgLstDtl,Marketing list details.,FALSE,FALSE,TRUE,278411653,92de5e6b-7a04-42a9-981c-a0e0014b05b7,
Erp,MktgPub,Marketing Publications.  This table defines publications where a marketing activity may take place.,TRUE,TRUE,TRUE,278411654,1547cbfb-96ee-4afa-83b9-a0e0014b05c0,
Erp,MMSyst,Maintenance Management System Configuration.,FALSE,FALSE,TRUE,278411655,01b041b6-286f-4364-8e2d-a0e0014b05dc,
Erp,MobileProfile,Contains information for mobile templates,FALSE,FALSE,TRUE,278411656,bd5b8361-d14d-424f-a613-a0e0014b05e1,
Erp,MrpProc,List of the process to start for MRP,FALSE,FALSE,TRUE,278411657,55f35cb7-1c41-4014-a145-a0e0014b05e1,
Erp,MrpProcQueue,Mrp Processor Queues,FALSE,FALSE,TRUE,278411658,638d751b-5f34-4441-b484-a0e0014b05ef,
Erp,MrpQueue,Queues that control the MRP processing,FALSE,FALSE,TRUE,278411659,a4916c46-1535-4ec9-b163-a0e0014b05f8,
Erp,MSchedItem,MSchedItem,FALSE,FALSE,TRUE,278411660,f48c4674-a734-4233-9f8d-a40400c87c60,
Erp,MSchedRelItem,MSchedRelItem,FALSE,FALSE,TRUE,278411661,136877f4-4a3e-4e41-980b-a40400c87c60,
Erp,MscShpDt,Miscellaneous Shipment Detail.,TRUE,TRUE,TRUE,278411662,6ada642b-0000-4d6d-8e37-a0e0014b0606,
Erp,MscShpHd,Miscellaneous Shipment Header.,TRUE,TRUE,TRUE,278411663,6a5ddf56-67de-4a43-b02f-a0e0014b062c,
Erp,MscShpUPS,Miscellaneous shipment UPS information,TRUE,TRUE,TRUE,278411664,f2d25209-9755-4906-a293-a0e0014b0672,
Erp,MsgIDCounter,MsgIDCounter,FALSE,FALSE,TRUE,278411665,9364be1a-ec6b-4dbf-9f8a-a37300d2b88c,
Erp,MtlQueue,Material Queue.  Contains requests to get/put materials.,FALSE,FALSE,TRUE,278411666,7975d323-ade8-40c7-957b-a0e0014b0693,
Erp,MXCashHeadCancellation,MXCashHeadCancellation,FALSE,FALSE,TRUE,278411667,86bd975d-ff60-4e29-a4f1-aa3800d1eade,
Erp,MXCustomerFiscalText,MXCustomerFiscalText,FALSE,FALSE,TRUE,278411668,2cfb3f9b-3b5c-47a8-8876-ab0200f034dc,
Erp,MXDropShipHeadInsurance,MXDropShipHeadInsurance,FALSE,FALSE,TRUE,278411669,5a245113-ffc0-4257-8d29-ae1d01132fe2,
Erp,MXFolioImportParam,MXFolioImportParam,FALSE,FALSE,TRUE,278411670,3fe100cc-b6b5-4d57-b23d-abdc00e8ab3b,
Erp,MXInvcHeadCancellation,MXInvcHeadCancellation,FALSE,FALSE,TRUE,278411671,7fa77285-3a61-4ecd-8d73-a99900ea8a61,
Erp,MXInvcHeadFiscalText,MXInvcHeadFiscalText,FALSE,FALSE,TRUE,278411672,1f1decfc-6f99-4621-bc7b-ab0200f034dc,
Erp,MXInvcRef,MXInvcRef,FALSE,FALSE,TRUE,278411673,16fae8b2-cfe3-4fab-88e9-a7a800d9c52e,
Erp,MXPACConfiguration,MXPACConfiguration,FALSE,FALSE,TRUE,278411674,6d34f85b-e0fe-4860-b63e-a5e0012fc2bc,
Erp,MXPaymentTaxRcptError,MXPaymentTaxRcptError,FALSE,FALSE,TRUE,278411675,1568ac0d-6c46-4581-ab64-a794010cd137,
Erp,MXShipHeadCustRegime,MXShipHeadCustRegime,FALSE,FALSE,TRUE,278411676,47030f44-c643-47a3-8394-b23001170c53,
Erp,MXTaxRcptError,MXTaxRcptError,FALSE,FALSE,TRUE,278411677,b2a3a4d4-9340-4cfe-9ed7-a38400e8b9f0,
Erp,MXTaxRegime,MXTaxRegime,FALSE,FALSE,TRUE,278411678,8b166bd3-0e75-4d90-b4c1-a388013f8f45,
Erp,MXTrialBalInfo,MXTrialBalInfo,FALSE,FALSE,TRUE,278411679,d8ec9af1-d9d0-482e-bdba-a42f00d1d6ed,
Erp,MXWHTaxCertDtl,MXWHTaxCertDtl,FALSE,FALSE,TRUE,278411680,9a0789dc-cc27-4280-b02f-aa5d00d44e90,
Erp,MXWHTaxCertError,MXWHTaxCertError,FALSE,FALSE,TRUE,278411681,e6fbbf7d-1ffa-403b-a053-aa8400b87b88,
Erp,MXWHTaxCertHead,MXWHTaxCertHead,FALSE,FALSE,TRUE,278411682,2c9c63e1-244d-4a7c-a0b2-aa5d00d44e90,
Erp,MXWHTaxCertInfo,MXWHTaxCertInfo,FALSE,FALSE,TRUE,278411683,3acca592-f9c5-4f22-a31e-a49700cfbf97,
Erp,MYARConsEInvcDtl,MYARConsEInvcDtl,FALSE,FALSE,TRUE,278411684,6cefaed9-b91d-47ea-ad9f-b26100a5b93f,
Erp,MYARConsEInvcHead,MYARConsEInvcHead,FALSE,FALSE,TRUE,278411685,f4769af7-6561-4c7a-b4ac-b26100a5b93f,
Erp,NACreditDoc,all documents which affect Credit Status of customers in National Account ,FALSE,FALSE,TRUE,278411686,7a1a65ff-a408-47fd-8a9f-a0e0014b06af,
Erp,NACreditUsed,"Allocated Credits: Own, Parent's, Pool",FALSE,FALSE,TRUE,278411687,87139219-3041-4ec3-ac10-a0e0014b06b8,
Erp,NettingDtl,NettingDtl,FALSE,FALSE,TRUE,278411688,12312ecf-77d4-4679-9066-aae700d56d83,
Erp,NettingHead,NettingHead,FALSE,FALSE,TRUE,278411689,ed795435-e1de-4b1c-b4bd-aae700d56d83,
Erp,NLICPReport,NLICPReport,FALSE,FALSE,TRUE,278411690,45547a5f-6414-4156-b06b-a56a00eacad0,
Erp,NLTaxReportDeclaration,Electronic VAT Declaration Report (CSF Netherlands),FALSE,FALSE,TRUE,278411691,581960c4-3ef1-43d4-8e54-a54f00ddde1d,
Erp,NLTaxReportDeclarationDtl,Electronic VAT Declaration Report Detail (CSF Netherlands),FALSE,FALSE,TRUE,278411692,735778cd-f2e4-4cc5-b5d6-a54f00ddde1d,
Erp,NonConf,Non-Conformance.  Used in the Quality Assurance module to report a non-conformance.,FALSE,FALSE,TRUE,278411693,b2dc9984-f5cb-4720-9369-a0e0014b06d4,
Erp,NonDeductCodes,Non Deductable Item Code,FALSE,FALSE,TRUE,278411694,4ec5974c-b311-49cb-a29a-a0e0014b06fe,
Erp,Obs10_PcRules,Obs10_PcRules,FALSE,FALSE,TRUE,278411695,eca18065-2fa9-4b24-a50a-ae94010ddb78,
Erp,OperParamDtl,OperParamDtl,FALSE,FALSE,TRUE,278411696,88bbafe6-4c0d-4a48-8916-a2d7012940bf,
Erp,OperParamHead,OperParamHead,FALSE,FALSE,TRUE,278411697,b36ef118-73c3-408f-8ba0-a2d7012940bf,
